Pokemon,Abilities,Base_Experience,Height,ID,Type_1,Type_2,Weight,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Sprites,Base_Pokemon,Evolution_Level_1,Evolution_Level_2
Torterra,Overgrow,236.0,22,389,Grass,Ground,3100,95,109,105,75,85,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,Turtwig,Grotle,Torterra
Chimchar,Blaze,62.0,5,390,Fire,No Second Type,62,44,58,44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png,Chimchar,Monferno,Infernape
Monferno,Blaze,142.0,9,391,Fire,Fighting,220,64,78,52,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png,Chimchar,Monferno,Infernape
Infernape,Blaze,240.0,12,392,Fire,Fighting,550,76,104,71,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png,Chimchar,Monferno,Infernape
Piplup,Torrent,63.0,4,393,Water,No Second Type,52,53,51,53,61,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png,Piplup,Prinplup,Empoleon
Prinplup,Torrent,142.0,8,394,Water,No Second Type,230,64,66,68,81,76,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png,Piplup,Prinplup,Empoleon
Empoleon,Torrent,239.0,17,395,Water,Steel,845,84,86,88,111,101,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,Piplup,Prinplup,Empoleon
Starly,Keen-Eye,49.0,3,396,Normal,Flying,20,40,55,30,30,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png,Starly,Staravia,Staraptor
Staravia,Intimidate,119.0,6,397,Normal,Flying,155,55,75,50,40,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png,Starly,Staravia,Staraptor
Staraptor,Intimidate,218.0,12,398,Normal,Flying,249,85,120,70,50,60,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png,Starly,Staravia,Staraptor
Bidoof,Simple,50.0,5,399,Normal,No Second Type,200,59,45,40,35,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png,Bidoof,Bibarel,No Second Evolution
Bibarel,Simple,144.0,10,400,Normal,Water,315,79,85,60,55,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png,Bidoof,Bibarel,No Second Evolution
Kricketot,Shed-Skin,39.0,3,401,Bug,No Second Type,22,37,25,41,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png,Kricketot,Kricketune,No Second Evolution
Kricketune,Swarm,134.0,10,402,Bug,No Second Type,255,77,85,51,55,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png,Kricketot,Kricketune,No Second Evolution
Shinx,Rivalry,53.0,5,403,Electric,No Second Type,95,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png,Shinx,Luxio,Luxray
Luxio,Rivalry,127.0,9,404,Electric,No Second Type,305,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png,Shinx,Luxio,Luxray
Luxray,Rivalry,262.0,14,405,Electric,No Second Type,420,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png,Shinx,Luxio,Luxray
Budew,Natural-Cure,56.0,2,406,Grass,Poison,12,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png,Budew,Roselia,Roserade
Roserade,Natural-Cure,258.0,9,407,Grass,Poison,145,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png,Budew,Roselia,Roserade
Cranidos,Mold-Breaker,70.0,9,408,Rock,No Second Type,315,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png,Cranidos,Rampardos,No Second Evolution
Rampardos,Mold-Breaker,173.0,16,409,Rock,No Second Type,1025,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png,Cranidos,Rampardos,No Second Evolution
Shieldon,Sturdy,70.0,5,410,Rock,Steel,570,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png,Shieldon,Bastiodon,No Second Evolution
Bastiodon,Sturdy,173.0,13,411,Rock,Steel,1495,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png,Shieldon,Bastiodon,No Second Evolution
Burmy,Shed-Skin,45.0,2,412,Bug,No Second Type,34,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png,Burmy,Wormadam,No Second Evolution
Wormadam-Plant,Anticipation,148.0,5,413,Bug,Grass,65,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Mothim,Swarm,148.0,9,414,Bug,Flying,233,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Combee,Honey-Gather,49.0,3,415,Bug,Flying,55,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png,Combee,Vespiquen,No Second Evolution
Vespiquen,Pressure,166.0,12,416,Bug,Flying,385,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png,Combee,Vespiquen,No Second Evolution
Pachirisu,Run-Away,142.0,4,417,Electric,No Second Type,39,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png,Pachirisu,No First Evolution,No Second Evolution
Buizel,Swift-Swim,66.0,7,418,Water,No Second Type,295,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png,Buizel,Floatzel,No Second Evolution
Floatzel,Swift-Swim,173.0,11,419,Water,No Second Type,335,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png,Buizel,Floatzel,No Second Evolution
Cherubi,Chlorophyll,55.0,4,420,Grass,No Second Type,33,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,Cherubi,Cherrim,No Second Evolution
Cherrim,Flower-Gift,158.0,5,421,Grass,No Second Type,93,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,Cherubi,Cherrim,No Second Evolution
Shellos,Sticky-Hold,65.0,3,422,Water,No Second Type,63,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,Shellos,Gastrodon,No Second Evolution
Gastrodon,Sticky-Hold,166.0,9,423,Water,Ground,299,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,Shellos,Gastrodon,No Second Evolution
Ambipom,Technician,169.0,12,424,Normal,No Second Type,203,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,Aipom,Ambipom,No Second Evolution
Drifloon,Aftermath,70.0,4,425,Ghost,Flying,12,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,Drifloon,Drifblim,No Second Evolution
Drifblim,Aftermath,174.0,12,426,Ghost,Flying,150,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,Drifloon,Drifblim,No Second Evolution
Buneary,Run-Away,70.0,4,427,Normal,No Second Type,55,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,Buneary,Lopunny,No Second Evolution
Lopunny,Cute-Charm,168.0,12,428,Normal,No Second Type,333,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,Buneary,Lopunny,No Second Evolution
Mismagius,Levitate,173.0,9,429,Ghost,No Second Type,44,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,Misdreavus,Mismagius,No Second Evolution
Honchkrow,Insomnia,177.0,9,430,Dark,Flying,273,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,Murkrow,Honchkrow,No Second Evolution
Glameow,Limber,62.0,5,431,Normal,No Second Type,39,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,Glameow,Purugly,No Second Evolution
Purugly,Thick-Fat,158.0,10,432,Normal,No Second Type,438,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,Glameow,Purugly,No Second Evolution
Chingling,Levitate,57.0,2,433,Psychic,No Second Type,6,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,Chingling,Chimecho,No Second Evolution
Stunky,Stench,66.0,4,434,Poison,Dark,192,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,Stunky,Skuntank,No Second Evolution
Skuntank,Stench,168.0,10,435,Poison,Dark,380,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,Stunky,Skuntank,No Second Evolution
Bronzor,Levitate,60.0,5,436,Steel,Psychic,605,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,Bronzor,Bronzong,No Second Evolution
Bronzong,Levitate,175.0,13,437,Steel,Psychic,1870,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,Bronzor,Bronzong,No Second Evolution
Bonsly,Sturdy,58.0,5,438,Rock,No Second Type,150,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png,Bonsly,Sudowoodo,No Second Evolution
Mime-Jr,Soundproof,62.0,6,439,Psychic,Fairy,130,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png,Mime-Jr,Mr-Mime,Mr-Rime
Happiny,Natural-Cure,110.0,6,440,Normal,No Second Type,244,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png,Happiny,Chansey,Blissey
Chatot,Keen-Eye,144.0,5,441,Normal,Flying,19,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png,Chatot,No First Evolution,No Second Evolution
Spiritomb,Pressure,170.0,10,442,Ghost,Dark,1080,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png,Spiritomb,No First Evolution,No Second Evolution
Gible,Sand-Veil,60.0,7,443,Dragon,Ground,205,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png,Gible,Gabite,Garchomp
Gabite,Sand-Veil,144.0,14,444,Dragon,Ground,560,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png,Gible,Gabite,Garchomp
Garchomp,Sand-Veil,300.0,19,445,Dragon,Ground,950,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png,Gible,Gabite,Garchomp
Munchlax,Pickup,78.0,6,446,Normal,No Second Type,1050,135,85,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png,Munchlax,Snorlax,No Second Evolution
Riolu,Steadfast,57.0,7,447,Fighting,No Second Type,202,40,70,40,35,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png,Riolu,Lucario,No Second Evolution
Lucario,Steadfast,184.0,12,448,Fighting,Steel,540,70,110,70,115,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png,Riolu,Lucario,No Second Evolution
Hippopotas,Sand-Stream,66.0,8,449,Ground,No Second Type,495,68,72,78,38,42,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,Hippopotas,Hippowdon,No Second Evolution
Hippowdon,Sand-Stream,184.0,20,450,Ground,No Second Type,3000,108,112,118,68,72,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,Hippopotas,Hippowdon,No Second Evolution
Skorupi,Battle-Armor,66.0,8,451,Poison,Bug,120,40,50,90,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,Skorupi,Drapion,No Second Evolution
Drapion,Battle-Armor,175.0,13,452,Poison,Dark,615,70,90,110,60,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,Skorupi,Drapion,No Second Evolution
Croagunk,Anticipation,60.0,7,453,Poison,Fighting,230,48,61,40,61,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,Croagunk,Toxicroak,No Second Evolution
Toxicroak,Anticipation,172.0,13,454,Poison,Fighting,444,83,106,65,86,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,Croagunk,Toxicroak,No Second Evolution
Carnivine,Levitate,159.0,14,455,Grass,No Second Type,270,74,100,72,90,72,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,Carnivine,No First Evolution,No Second Evolution
Finneon,Swift-Swim,66.0,4,456,Water,No Second Type,70,49,49,56,49,61,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,Finneon,Lumineon,No Second Evolution
Lumineon,Swift-Swim,161.0,12,457,Water,No Second Type,240,69,69,76,69,86,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png,Finneon,Lumineon,No Second Evolution
Mantyke,Swift-Swim,69.0,10,458,Water,Flying,650,45,20,50,60,120,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png,Mantyke,Mantine,No Second Evolution
Snover,Snow-Warning,67.0,10,459,Grass,Ice,505,60,62,50,62,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png,Snover,Abomasnow,No Second Evolution
Abomasnow,Snow-Warning,173.0,22,460,Grass,Ice,1355,90,92,75,92,85,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png,Snover,Abomasnow,No Second Evolution
Weavile,Pressure,179.0,11,461,Dark,Ice,340,70,120,65,45,85,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png,Sneasel,Weavile,No Second Evolution
Magnezone,Magnet-Pull,268.0,12,462,Electric,Steel,1800,70,70,115,130,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png,Magnemite,Magneton,Magnezone
Lickilicky,Own-Tempo,180.0,17,463,Normal,No Second Type,1400,110,85,95,80,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png,Lickitung,Lickilicky,No Second Evolution
Rhyperior,Lightning-Rod,268.0,24,464,Ground,Rock,2828,115,140,130,55,55,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png,Rhyhorn,Rhydon,Rhyperior
Tangrowth,Chlorophyll,187.0,20,465,Grass,No Second Type,1286,100,100,125,110,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png,Tangela,Tangrowth,No Second Evolution
Electivire,Motor-Drive,270.0,18,466,Electric,No Second Type,1386,75,123,67,95,85,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png,Elekid,Electabuzz,Electivire
Magmortar,Flame-Body,270.0,16,467,Fire,No Second Type,680,75,95,67,125,95,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png,Magby,Magmar,Magmortar
Togekiss,Hustle,273.0,15,468,Fairy,Flying,380,85,50,95,120,115,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png,Togepi,Togetic,Togekiss
Yanmega,Speed-Boost,180.0,19,469,Bug,Flying,515,86,76,86,116,56,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png,Yanma,Yanmega,No Second Evolution
Leafeon,Leaf-Guard,184.0,10,470,Grass,No Second Type,255,65,110,130,60,65,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Glaceon,Snow-Cloak,184.0,8,471,Ice,No Second Type,259,65,60,110,130,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gliscor,Hyper-Cutter,179.0,20,472,Ground,Flying,425,75,95,125,45,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png,Gligar,Gliscor,No Second Evolution
Mamoswine,Oblivious,265.0,25,473,Ice,Ground,2910,110,130,80,70,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png,Swinub,Piloswine,Mamoswine
Porygon-Z,Adaptability,268.0,9,474,Normal,No Second Type,340,85,80,70,135,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png,Porygon,Porygon2,Porygon-Z
Gallade,Steadfast,259.0,16,475,Psychic,Fighting,520,68,125,65,65,115,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Probopass,Sturdy,184.0,14,476,Rock,Steel,3400,60,55,145,75,150,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png,Nosepass,Probopass,No Second Evolution
Dusknoir,Pressure,263.0,22,477,Ghost,No Second Type,1066,45,100,135,65,135,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png,Duskull,Dusclops,Dusknoir
Froslass,Snow-Cloak,168.0,13,478,Ice,Ghost,266,70,80,70,80,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
